cid,cmpdname,canonicalsmiles,sensitizer
2762217,2-(4-Boc-piperazinyl)-2-phenylacetic acid,CC(C)(C)OC(=O)N1CCN(CC1)C(C2=CC=CC=C2)C(=O)O,1
2762541,"Acetic acid, 2,2'-dithiobis-, bis(2-ethylhexyl) ester",CCCCC(CC)COC(=O)CSSCC(=O)OCC(CC)CCCC,1
2762652,Fluorescein 6-Isothiocyanate,C1=CC2=C(C=C1N=C=S)C3(C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O)OC2=O,1
2762994,2-Chloroisonicotinaldehyde,C1=CN=C(C=C1C=O)Cl,1
2762995,3-Chloroisonicotinaldehyde,C1=CN=CC(=C1C=O)Cl,1
2762997,3-Bromo-4-pyridinecarboxaldehyde,C1=CN=CC(=C1C=O)Br,1
2762998,"3,5-Dibromopyridine-4-carbaldehyde",C1=C(C(=C(C=N1)Br)C=O)Br,1
2763003,3-Fluoroisonicotinaldehyde,C1=CN=CC(=C1C=O)F,1
2763097,Ethyl L-threoninate,CCOC(=O)C(C(C)O)N,1
2763179,2-Chloro-5-chloromethylthiazole,C1=C(SC(=N1)Cl)CCl,1
2763210,2-Bromothiazole-5-carboxylic acid,C1=C(SC(=N1)Br)C(=O)O,1
2763214,Thiazole-4-carboxaldehyde,C1=C(N=CS1)C=O,1
2763848,Methyl 2-(4-aminophenoxy)benzoate,COC(=O)C1=CC=CC=C1OC2=CC=C(C=C2)N,1
2763971,2-Amino-3-bromo-5-chloropyridine,C1=C(C=NC(=C1Br)N)Cl,1
2764496,2-Acetyl-3-bromothiophene,CC(=O)C1=C(C=CS1)Br,1
2764587,1-(2-Chloroethoxy)-4-nitrobenzene,C1=CC(=CC=C1[N+](=O)[O-])OCCCl,1
2765754,(4-Tert-butylphenyl)thiourea,CC(C)(C)C1=CC=C(C=C1)NC(=S)N,1
2767673,2-(4-Methoxyphenoxy)benzaldehyde,COC1=CC=C(C=C1)OC2=CC=CC=C2C=O,1
2767675,2-(4-Chlorophenoxy)benzaldehyde,C1=CC=C(C(=C1)C=O)OC2=CC=C(C=C2)Cl,1
2769437,tert-Butyl 2-isocyanopropionate,CC(C(=O)OC(C)(C)C)[N+]#[C-],1
2769438,tert-Butyl 3-isocyanopropionate,CC(C)(C)OC(=O)CC[N+]#[C-],1
2769479,Methyl 2-isocyanatoacetate,COC(=O)CN=C=O,1
2769621,3-Acetoxybenzofuran,CC(=O)OC1=COC2=CC=CC=C21,1
2769626,4-Bromo-2-chloro-6-methylaniline,CC1=CC(=CC(=C1N)Cl)Br,1
2769656,"4-Fluoro-1,3-dioxolan-2-one",C1C(OC(=O)O1)F,1
2771644,3-Ethynylbenzaldehyde,C#CC1=CC=CC(=C1)C=O,1
2771670,"Imidazo(1,2-a)pyrazine",C1=CN2C=CN=C2C=N1,1
2771688,1-Pyridin-3-yl-ethylamine,CC(C1=CN=CC=C1)N,1
2771742,3-(1-Aminoethyl)aniline,CC(C1=CC(=CC=C1)N)N,1
2771857,"5-Bromopyrazine-2,3-diamine",C1=C(N=C(C(=N1)N)N)Br,1
2771871,Mucochloric Acid,C(=O)C(=C(C(=O)O)Cl)Cl,1
2772283,1-Isopropoxy-3-isothiocyanatopropane,CC(C)OCCCN=C=S,1
2772382,"4,6-Dimethyl-2-methylsulfonylpyrimidine",CC1=CC(=NC(=N1)S(=O)(=O)C)C,1
2773210,4-Aminomethyltetrahydropyran,C1COCCC1CN,1
2773213,5-Aminooxindole,C1C2=C(C=CC(=C2)N)NC1=O,1
2773259,2-Bromo-5-formylthiazole,C1=C(SC(=N1)Br)C=O,1
2773435,1H-indole-6-carbaldehyde,C1=CC(=CC2=C1C=CN2)C=O,1
2773577,Thiazole-5-carboxaldehyde,C1=C(SC=N1)C=O,1
2773581,2-Chloro-6-fluoroanisole,COC1=C(C=CC=C1Cl)F,1
2773612,tert-butyl N-(4-iodophenyl)carbamate,CC(C)(C)OC(=O)NC1=CC=C(C=C1)I,1
2773710,2-Chloro-6-fluorophenol,C1=CC(=C(C(=C1)Cl)O)F,1
2773879,"(2,4-diaminopteridin-6-yl)methanol Hydrobromide",C1=C(N=C2C(=NC(=NC2=N1)N)N)CO.Br,1
2773892,2-{[3-Chloro-5-(trifluoromethyl)-2-pyridinyl]oxy}aniline,C1=CC=C(C(=C1)N)OC2=C(C=C(C=N2)C(F)(F)F)Cl,1
2774076,2-{[(4-Methoxyphenyl)methoxy]methyl}oxirane,COC1=CC=C(C=C1)COCC2CO2,1
2774217,2-Bromoethylamine hydrobromide,C(CBr)N.Br,1
2774400,2-Amino-3-bromo-5-methylbenzoic acid,CC1=CC(=C(C(=C1)Br)N)C(=O)O,1
2774692,N-Hydroxy-2-(4-hydroxyphenyl)acetimidamide,C1=CC(=CC=C1CC(=NO)N)O,1
2774800,3-Fluoro-4-(trifluoromethyl)phenol,C1=CC(=C(C=C1O)F)C(F)(F)F,1
2775251,1-Methoxy-2-(trifluoromethyl)benzene,COC1=CC=CC=C1C(F)(F)F,1
2775291,4-Methoxy-3-(trifluoromethyl)benzaldehyde,COC1=C(C=C(C=C1)C=O)C(F)(F)F,1
2775461,Methyl Nonafluorobutyl Ketone,CC(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,1
2775726,Nickel trifluoroacetylacetonate dihydrate,CC(=O)C=C(C(F)(F)F)[O-].CC(=O)C=C(C(F)(F)F)[O-].O.O.[Ni+2],1
2775949,"7,7,8,8,8-Pentafluorooctan-1-ol",C(CCCO)CCC(C(F)(F)F)(F)F,1
2776164,"3,5-dimethyl-1H-pyrazole-4-carboxylic acid",CC1=C(C(=NN1)C)C(=O)O,1
2776167,"4,4,5,5,6,6,7,7,8,8,9,9,9-Tridecafluoro-2-hydroxynonyl 2-methylprop-2-enoate",CC(=C)C(=O)OCC(CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,1
2776224,3-(Perfluoro-5-methylhexyl)-2-hydroxypropylacrylate,C=CC(=O)OCC(CC(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)O,1
2776284,"4-Isocyanato-2,1,3-benzothiadiazole",C1=CC2=NSN=C2C(=C1)N=C=O,1
2776372,2-(2-Bromoacetyl)thiophene,C1=CSC(=C1)C(=O)CBr,1
2776380,3-Isocyanatothiophene,C1=CSC=C1N=C=O,1
2776957,2-Chloroacetamidine monohydrochloride,C(C(=N)N)Cl.Cl,1
2776976,2-(Trimethylacetyl)thiophene,CC(C)(C)C(=O)C1=CC=CS1,1
2777138,Furan-2-carbothioamide,C1=COC(=C1)C(=S)N,1
2777252,"1-[4-(2,4-Dichlorophenoxy)phenyl]ethan-1-one",CC(=O)C1=CC=C(C=C1)OC2=C(C=C(C=C2)Cl)Cl,1
2777554,6-(Trifluoromethyl)nicotinonitrile,C1=CC(=NC=C1C#N)C(F)(F)F,1
2777727,[4-(Trifluoromethyl)phenyl]thiourea,C1=CC(=CC=C1C(F)(F)F)NC(=S)N,1
2777762,6-(Trifluoromethyl)pyridine-3-carboxaldehyde,C1=CC(=NC=C1C=O)C(F)(F)F,1
2778131,4-Amino-N-methylbenzenemethanesulfonamide,CNS(=O)(=O)CC1=CC=C(C=C1)N,1
2778315,2-Amino-4-(trifluoromethyl)pyridine,C1=CN=C(C=C1C(F)(F)F)N,1
2778333,"4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-Heptadecafluoro-2-hydroxyundecyl 2-methylprop-2-enoate",CC(=C)C(=O)OCC(CC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,1
2778438,2-Chloro-6-(trifluoromethyl)nicotinamide,C1=CC(=NC(=C1C(=O)N)Cl)C(F)(F)F,1
2778494,1-Ethynyl-4-(trifluoromethoxy)benzene,C#CC1=CC=C(C=C1)OC(F)(F)F,1
2778691,4-(Trifluoromethoxy)phenacyl bromide,C1=CC(=CC=C1C(=O)CBr)OC(F)(F)F,1
2779079,"1-(2,3-Dichloro-6-fluorophenyl)ethanone",CC(=O)C1=C(C=CC(=C1Cl)Cl)F,1
2779355,3-(Trifluoromethyl)cyclohexanone,C1CC(CC(=O)C1)C(F)(F)F,1
2779938,Trimethylthiourea,CNC(=S)N(C)C,1
2780395,"4-Ethoxy-1,1,1-trifluorobut-3-en-2-one",CCOC=CC(=O)C(F)(F)F,1
2781366,"2,2,2-Trifluoroacetaldehyde hydrate",C(=O)C(F)(F)F.O,1
2782319,Diethyl 2-(3-chloropropyl)-2-ethylmalonate,CCC(CCCCl)(C(=O)OCC)C(=O)OCC,1
2782737,4-Nitro-2-(trifluoromethyl)benzoic acid,C1=CC(=C(C=C1[N+](=O)[O-])C(F)(F)F)C(=O)O,1
2782748,5-Fluoro-2-hydroxy-3-methylbenzaldehyde,CC1=CC(=CC(=C1O)C=O)F,1
2782810,4-Amino-3-(trifluoromethyl)pyridine,C1=CN=CC(=C1N)C(F)(F)F,1
2783179,2-Fluoro-5-iodopyridine,C1=CC(=NC=C1I)F,1
2783298,2-[(4-Aminophenyl)sulfanyl]-N-[4-(trifluoromethoxy)phenyl]acetamide,C1=CC(=CC=C1N)SCC(=O)NC2=CC=C(C=C2)OC(F)(F)F,1
2783309,2-Bromo-5-(trifluoromethoxy)benzaldehyde,C1=CC(=C(C=C1OC(F)(F)F)C=O)Br,1
2783999,"(3-oxo-3,4-dihydro-2H-1,4-benzoxazin-2-yl)acetic acid",C1=CC=C2C(=C1)NC(=O)C(O2)CC(=O)O,1
2784734,5-Bromo-3-pyridinecarboxaldehyde,C1=C(C=NC=C1Br)C=O,1
2785130,2-Cyano-3-(4-nitrophenyl)prop-2-enamide,C1=CC(=CC=C1C=C(C#N)C(=O)N)[N+](=O)[O-],1
2785758,"3,4-Dihydro-7-hydroxy-2(1H)-quinolinone",C1CC(=O)NC2=C1C=CC(=C2)O,1
2786615,"1,6-Hexanediamine dihydrochloride",C(CCCN)CCN.Cl.Cl,1
2790328,ethyl N-(4-chloro-2-nitrophenyl)carbamate,CCOC(=O)NC1=C(C=C(C=C1)Cl)[N+](=O)[O-],1
2794245,2-(2-Naphthyloxy)ethanamine,C1=CC=C2C=C(C=CC2=C1)OCCN,1
2794567,4-hydrazinylbenzenesulfonamide Hydrochloride,C1=CC(=CC=C1NN)S(=O)(=O)N.Cl,1
2794584,4-Methylthiophene-2-carboxylic acid,CC1=CSC(=C1)C(=O)O,1
2794659,Tert-butyl N-[4-(aminomethyl)phenyl]carbamate,CC(C)(C)OC(=O)NC1=CC=C(C=C1)CN,1
2794786,2-(Benzyloxy)ethanamine hydrochloride,C1=CC=C(C=C1)COCCN.Cl,1
2794806,6-(Diethylamino)pyridine-3-carbaldehyde,CCN(CC)C1=NC=C(C=C1)C=O,1
2794912,"2,6-Dichloro-3-nitrobenzaldehyde",C1=CC(=C(C(=C1[N+](=O)[O-])Cl)C=O)Cl,1
2795259,"2-Butylpropane-1,3-diol",CCCCC(CO)CO,1
2795509,1-Boc-4-(4-formylphenyl)piperazine,CC(C)(C)OC(=O)N1CCN(CC1)C2=CC=C(C=C2)C=O,1
2796293,Isopropyl 2-bromo-2-methylpropanoate,CC(C)OC(=O)C(C)(C)Br,1
2797467,Pyrazine-2-carbothioamide,C1=CN=C(C=N1)C(=S)N,1
2800164,"(Z)-2,6-dichloro-N-hydroxybenzimidoyl chloride",C1=CC(=C(C(=C1)Cl)C(=NO)Cl)Cl,1
2800935,"2,4-Dichloro-N-methylaniline",CNC1=C(C=C(C=C1)Cl)Cl,1
2801166,4-Amino-2-chloropyrimidine-5-carbonitrile,C1=C(C(=NC(=N1)Cl)N)C#N,1
2801360,3-Cyanobenzenesulfonyl chloride,C1=CC(=CC(=C1)S(=O)(=O)Cl)C#N,1
2801708,"Thiophene, tetrahydro-3-(2-propenyloxy)-, 1,1-dioxide",C=CCOC1CCS(=O)(=O)C1,1
2802419,Nalpha-acetyl-DL-arginine dihydrate,CC(=O)NC(CCCN=C(N)N)C(=O)O.O.O,1
2802555,"1,4,7,10-Tetratosyl-1,4,7,10-tetraazacyclododecane",CC1=CC=C(C=C1)S(=O)(=O)N2CCN(CCN(CCN(CC2)S(=O)(=O)C3=CC=C(C=C3)C)S(=O)(=O)C4=CC=C(C=C4)C)S(=O)(=O)C5=CC=C(C=C5)C,1
2804434,1-(3-Chlorophenyl)-5-oxopyrrolidine-3-carboxylic acid,C1C(CN(C1=O)C2=CC(=CC=C2)Cl)C(=O)O,1
2810098,4-nitro-2-(3-nitrophenoxy)benzoic Acid,C1=CC(=CC(=C1)OC2=C(C=CC(=C2)[N+](=O)[O-])C(=O)O)[N+](=O)[O-],1
2814656,N-(4-Phenoxyphenyl)glutaramic acid,C1=CC=C(C=C1)OC2=CC=C(C=C2)NC(=O)CCCC(=O)O,1
2817255,"1,2,3,4-Tetra-O-acetyl-beta-D-xylopyranose",CC(=O)OC1COC(C(C1OC(=O)C)OC(=O)C)OC(=O)C,1
2817418,N-(3-acetyl-4-methoxyphenyl)acetamide,CC(=O)C1=C(C=CC(=C1)NC(=O)C)OC,1
2817763,"3,5-Dithiocyanatopyridine-2,6-diamine",C1=C(C(=NC(=C1SC#N)N)N)SC#N,1
2818125,"1,4-Difluoroanthraquinone",C1=CC=C2C(=C1)C(=O)C3=C(C=CC(=C3C2=O)F)F,1
2818227,"5-(Dodecylthio)-1,3,4-thiadiazole-2-thiol",CCCCCCCCCCCCSC1=NNC(=S)S1,1
2821422,4-(Methylthio)phenyl phenylcarbamate,CSC1=CC=C(C=C1)OC(=O)NC2=CC=CC=C2,1
2821704,"Ethyl 2-[3-(cyanomethyl)-4-oxo-3,4-dihydrophthalazin-1-YL]acetate",CCOC(=O)CC1=NN(C(=O)C2=CC=CC=C21)CC#N,1
2824057,Ethyl 2-bromo-4-methylthiazole-5-carboxylate,CCOC(=O)C1=C(N=C(S1)Br)C,1
2824058,2-Bromo-4-methylthiazole-5-carboxylic acid,CC1=C(SC(=N1)Br)C(=O)O,1
2824857,"Thiocyanic acid, (2-nitrophenyl)methyl ester",C1=CC=C(C(=C1)CSC#N)[N+](=O)[O-],1
2828785,5-Benzyloxytryptamine hydrochloride,C1=CC=C(C=C1)COC2=CC3=C(C=C2)NC=C3CCN.Cl,1
2828992,3-Azidosulfonylbenzoic acid,C1=CC(=CC(=C1)S(=O)(=O)N=[N+]=[N-])C(=O)O,1
2830864,1-Diazonio-4-sulfonaphthalen-2-olate,C1=CC=C2C(=C1)C(=CC(=C2[N+]#N)[O-])S(=O)(=O)O,1
2831603,5-(4-Hydroxy-3-methoxybenzylidene)rhodanine,COC1=C(C=CC(=C1)C=C2C(=O)NC(=S)S2)O,1
2837293,1-(Phenylsulfonyl)pyrrolidine-2-carboxylic acid,C1CC(N(C1)S(=O)(=O)C2=CC=CC=C2)C(=O)O,1
2838276,N-(3-Chlorophenyl)-N'-(1-phenylethyl)urea,CC(C1=CC=CC=C1)NC(=O)NC2=CC(=CC=C2)Cl,1
2838438,2-Mercapto-5-(4-nitrobenzylidene)thiazol-4(5H)-one,C1=CC(=CC=C1C=C2C(=O)NC(=S)S2)[N+](=O)[O-],1
2841547,3-chloro-N-(1-phenylethyl)benzamide,CC(C1=CC=CC=C1)NC(=O)C2=CC(=CC=C2)Cl,1
2844885,"2-(4-chlorophenoxy)-N,N-diphenylacetamide",C1=CC=C(C=C1)N(C2=CC=CC=C2)C(=O)COC3=CC=C(C=C3)Cl,1
2848823,"2-Amino-3-hydroxy-N'-(2,3,4-trihydroxybenzylidene)propanehydrazide",C1=CC(=C(C(=C1C=NNC(=O)C(CO)N)O)O)O,1
2864766,"5-[(4-Bromophenyl)amino]-1,3-thiazolidine-2,4-dione",C1=CC(=CC=C1NC2C(=O)NC(=O)S2)Br,1
2869527,2-chloro-N-(1-phenylethyl)benzamide,CC(C1=CC=CC=C1)NC(=O)C2=CC=CC=C2Cl,1
2996308,2-chloro-5-methylsulfanyl-N-[2-(trifluoromethyl)phenyl]benzamide,CSC1=CC(=C(C=C1)Cl)C(=O)NC2=CC=CC=C2C(F)(F)F,1
3000605,Ethylenebisdithiocarbamic acid,C(CNC(=S)S)NC(=S)S,1
3000735,2-Mercaptobenzothiazole zinc salt,C1=CC=C2C(=C1)NC(=S)S2.[Zn],1
3001055,Zantac,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C,1
3001280,"Benzaldehyde, p-amino-, thiosemicarbazone",C1=CC(=CC=C1C=NNC(=S)N)N,1
3001858,Metam,CNC(=S)S,1
3003991,Methyl 2-cyano-3-ethoxyacrylate,CCOC=C(C#N)C(=O)OC,1
3005150,"4,6-Diamino-2-Mercapto-5-Nitrosopyrimidine",C1(=C(NC(=S)N=C1N)N)N=O,1
3013852,"N,N-Dimethyl-4-(phenylazo)-m-anisidine",CN(C)C1=CC(=C(C=C1)N=NC2=CC=CC=C2)OC,1
3014100,2-(Dimethylamino)ethyl methacrylate hydrochloride,CC(=C)C(=O)OCCN(C)C.Cl,1
3014195,"1-(3,5-Dihydroxyphenyl)-2-[[2-(4-hydroxyphenyl)-1-methylethyl]amino]ethan-1-one hydrobromide",CC(CC1=CC=C(C=C1)O)NCC(=O)C2=CC(=CC(=C2)O)O.Br,1
3014209,"Disodium 4,5-dihydro-5-oxo-1-(4-sulfophenyl)-1H-pyrazole-3-carboxylate",C1C(=NN(C1=O)C2=CC=C(C=C2)S(=O)(=O)[O-])C(=O)[O-].[Na+].[Na+],1
3014411,Ammonium caprylate,CCCCCCCC(=O)[O-].[NH4+],1
3014768,"2-Propenoic acid, 2-isocyanatoethyl ester",C=CC(=O)OCCN=C=O,1
3014893,"Toluene-2,6-diamine monohydrochloride",CC1=C(C=CC=C1N)N.Cl,1
3015049,Bis(p-methoxyphenyl)iodonium bromide,COC1=CC=C(C=C1)[I+]C2=CC=C(C=C2)OC.[Br-],1
3015070,CID 3015070,CC(=C)C(=O)[O-].[Cu+2],1
3015131,4-Benzoylphenyl acrylate,C=CC(=O)OC1=CC=C(C=C1)C(=O)C2=CC=CC=C2,1
3015166,4-(Aminomethyl)-1-phenethylpiperidin-4-ol dihydrochloride,C1CN(CCC1(CN)O)CCC2=CC=CC=C2.Cl.Cl,1
3015648,"2,2,5,5-Tetramethylthiazolidine-4-carboxylic acid hydrochloride",CC1(C(NC(S1)(C)C)C(=O)O)C.Cl,1
3015699,"6-[(3-Chloropropyl)amino]-1,3-dimethyluracil",CN1C(=CC(=O)N(C1=O)C)NCCCCl,1
3015783,"5-Amino-2,4,6-triiodoisophthalic acid",C1(=C(C(=C(C(=C1I)N)I)C(=O)O)I)C(=O)O,1
3016028,3-(9-Anthryl)acrolein,C1=CC=C2C(=C1)C=C3C=CC=CC3=C2C=CC=O,1
3016050,1-(4-Chlorophenoxy)-2-nitrobenzene,C1=CC=C(C(=C1)[N+](=O)[O-])OC2=CC=C(C=C2)Cl,1
3016393,3-(1-Cyanoethyl)benzoyl chloride,CC(C#N)C1=CC(=CC=C1)C(=O)Cl,1
3016472,Methylhexahydrophthalic anhydride,CC12CCCCC1C(=O)OC2=O,1
3017019,"3,5-Diamino-2,6-dimethoxypyridine dihydrochloride",COC1=C(C=C(C(=N1)OC)N)N.Cl.Cl,1
3017081,1-[[2-methyl-4-[(2-methylphenyl)azo]phenyl]azo]-N-tridecylnaphthalen-2-amine,CCCCCCCCCCCCCNC1=C(C2=CC=CC=C2C=C1)N=NC3=C(C=C(C=C3)N=NC4=CC=CC=C4C)C,1
3017117,(3-Chloro-2-hydroxypropyl)dimethyl(2-((2-methyl-1-oxoallyl)oxy)ethyl)ammonium chloride,CC(=C)C(=O)OCC[N+](C)(C)CC(CCl)O.[Cl-],1
3017445,1-Methylheptyl methacrylate,CCCCCCC(C)OC(=O)C(=C)C,1
3017688,"2'-(2-Chloro-4,6-dinitrophenylazo)-5'-(diethylamino)acetanilide",CCN(CC)C1=CC(=C(C=C1)N=NC2=C(C=C(C=C2Cl)[N+](=O)[O-])[N+](=O)[O-])NC(=O)C,1
3017702,2-Isopropyl-5-methylhexanal,CC(C)CCC(C=O)C(C)C,1
3017811,"2,5-Dihydro-2-isopropyl-4-methylthiazole",CC1=NC(SC1)C(C)C,1
3017979,3-(Aminosulfonyl)-4-chlorobenzoyl chloride,C1=CC(=C(C=C1C(=O)Cl)S(=O)(=O)N)Cl,1
3018155,"2,6-Bis(1-methylpropyl)cyclohexan-1-one",CCC(C)C1CCCC(C1=O)C(C)CC,1
3018173,"m-(2,3-Epoxypropoxy)-N,N-bis(2,3-epoxypropyl)aniline",C1C(O1)CN(CC2CO2)C3=CC(=CC=C3)OCC4CO4,1
3018525,Phytantriol,CC(C)CCCC(C)CCCC(C)CCCC(C)(C(CO)O)O,1
3018771,"Ethyl 2,4,7-decatrienoate",CCC=CCC=CC=CC(=O)OCC,1
3018824,"N-(2-((2-Chloro-4,6-dinitrophenyl)azo)-5-(diethylamino)-4-methoxyphenyl)acetamide",CCN(CC)C1=C(C=C(C(=C1)NC(=O)C)N=NC2=C(C=C(C=C2Cl)[N+](=O)[O-])[N+](=O)[O-])OC,1
3018984,"2-((2,4-Diaminophenyl)thio)ethanol dihydrochloride",C1=CC(=C(C=C1N)N)SCCO.Cl.Cl,1
3019017,"3,4,5,6,6-Pentamethylhept-3-en-2-one",CC(C(=C(C)C(=O)C)C)C(C)(C)C,1
3019018,"3,5,6,6-Tetramethyl-4-methyleneheptan-2-one",CC(C(=O)C)C(=C)C(C)C(C)(C)C,1
3019915,"1-(2-Bromoethyl)-4-ethyl-1,4-dihydro-5H-tetrazol-5-one",CCN1C(=O)N(N=N1)CCBr,1
3020165,"2,3-Dibromo-2-methylpropanoic acid",CC(CBr)(C(=O)O)Br,1
3020343,1-(Methoxymethyl)propyl isothiocyanate,CCC(COC)N=C=S,1
3020350,2-((2-Methyl-1-oxoallyl)oxy)ethyl 6-hydroxyhexanoate,CC(=C)C(=O)OCCOC(=O)CCCCCO,1
3020776,"N-[2-[(2-Chloro-4,6-dinitrophenyl)azo]-5-(diallylamino)-4-methoxyphenyl]acetamide",CC(=O)NC1=CC(=C(C=C1N=NC2=C(C=C(C=C2Cl)[N+](=O)[O-])[N+](=O)[O-])OC)N(CC=C)CC=C,1
3021099,"1,1-Diethoxy-3,5,5-trimethylhexane",CCOC(CC(C)CC(C)(C)C)OCC,1
3021997,2-Methyl-4-phenylpentanol,CC(CC(C)C1=CC=CC=C1)CO,1
3022326,N-(5-(Methylsulphonyl)-2-((2-nitrophenyl)thio)phenyl)formamide,CS(=O)(=O)C1=CC(=C(C=C1)SC2=CC=CC=C2[N+](=O)[O-])NC=O,1
3022550,4-(((2-Aminophenyl)methyl)amino)cyclohexyl acetate,CC(=O)OC1CCC(CC1)NCC2=CC=CC=C2N,1
3022655,N-[5-chloro-2-[(2-nitrophenyl)thio]phenyl]formamide,C1=CC=C(C(=C1)[N+](=O)[O-])SC2=C(C=C(C=C2)Cl)NC=O,1
3022845,"2,6-Dimethyl-8,8-bis(2-phenylethoxy)octan-2-ol",CC(CCCC(C)(C)O)CC(OCCC1=CC=CC=C1)OCCC2=CC=CC=C2,1
3022992,"3-[[3-[[(2-Cyanoethyl)amino]methyl]-3,5,5-trimethylcyclohexyl]amino]propiononitrile",CC1(CC(CC(C1)(C)CNCCC#N)NCCC#N)C,1
3022998,3-((6-Aminotrimethylhexyl)amino)propiononitrile,CC(CCCCN)C(C)(C)NCCC#N,1
3023066,2-((2-Hydroxyethyl)(3-methoxypropyl)amino)ethyl methacrylate,CC(=C)C(=O)OCCN(CCCOC)CCO,1
3024003,tetrahydro-4-methyl-2-phenyl-2H-pyran,CC1CCOC(C1)C2=CC=CC=C2,1
3028438,"2,6-Piperidinedione, 4-(1-methylethyl)-",CC(C)C1CC(=O)NC(=O)C1,1
3031176,2-(3-(p-Hydroxybenzoyl)phenyl)propionic acid,CC(C1=CC(=CC=C1)C(=O)C2=CC=C(C=C2)O)C(=O)O,1
3031564,"7-[[2-(2-Amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-3-[(1-methylpyrrolidin-1-ium-1-yl)methyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate;hydrate;dihydrochloride",C[N+]1(CCCC1)CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-].O.Cl.Cl,1
3032296,CID 3032296,C(CNC(=S)[S-])NC(=S)[S-].[Zn+2],1
3032297,Nabam,C(CNC(=S)[S-])NC(=S)[S-].[Na+].[Na+],1
3032389,CID 3032389,C1CC=CCCC=C1.C1CC=CCCC=C1.[Ni],1
3032414,Mesoprazine,CC(C)NC1=NC(=NC(=N1)NCCCOC)Cl,1
3032447,"2,4-Dinitro-6-(1-methylheptyl)phenol",CCCCCCC(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])O,1
3032536,Cobaltous Chloride,[Cl-].[Cl-].[Co+2],1
3032541,Sodium aluminum phosphate,[O-]P(=O)([O-])[O-].[Na+].[Al+3],1
3032571,Propineb (Technical Grade),CC(CNC(=S)[S-])NC(=S)[S-].[Zn+2],1
3032572,Propylenebis(dithiocarbamic) acid,CC(CNC(=S)S)NC(=S)S,1
3032577,CID 3032577,C(C1C(C(C(C(O1)[S-])O)O)O)O.[Au+],1
3032581,Maneb,C(CNC(=S)[S-])NC(=S)[S-].[Mn+2],1
3032611,Cupric Glycinate,C(C(=O)[O-])N.C(C(=O)[O-])N.[Cu+2],1
3032617,Zinc;4-oxopent-2-en-2-olate,CC(=CC(=O)C)[O-].CC(=CC(=O)C)[O-].[Zn+2],1
3032791,Thiophanate-methyl,COC(=O)NC(=S)NC1=CC=CC=C1NC(=S)NC(=O)OC,1
3032889,"2-Imidazolidinethione, 1-isopropyl-4,4-dimethyl-",CC(C)N1CC(NC1=S)(C)C,1
3032998,Carnidazole,CC1=NC=C(N1CCNC(=S)OC)[N+](=O)[O-],1
3033050,Buprenorphine Hydrochloride,CC(C)(C)C(C)(C1CC23CCC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O.Cl,1
3033332,Ranitidine Hydrochloride,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C.Cl,1
3033674,Fluazifop-P-butyl,CCCCOC(=O)C(C)OC1=CC=C(C=C1)OC2=NC=C(C=C2)C(F)(F)F,1
3033767,Droloxifene,CCC(=C(C1=CC=C(C=C1)OCCN(C)C)C2=CC(=CC=C2)O)C3=CC=CC=C3,1
3033819,Azithromycin Dihydrate,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O.O.O,1
3033842,"1,3-Isobenzofurandione, tetrahydromethyl-",CC12CCCC=C1C(=O)OC2=O,1
3033855,(1-Phenylethyl)xylene,CC1=C(C(=CC=C1)C(C)C2=CC=CC=C2)C,1
3033866,"gamma-Bisabolene, (Z)-",CC1=CCC(=C(C)CCC=C(C)C)CC1,1
3033875,"1,6-Hexanediamine, C,C,C-trimethyl-",CC(CCCCN)C(C)(C)N,1
3033889,Ranitidine S-oxide,CNC(=C[N+](=O)[O-])NCCS(=O)CC1=CC=C(O1)CN(C)C,1
3033924,"(-)-(S)-9-Fluoro-2,3-dihydro-3-methyl-10-(4-methyl-1-piperazinyl)-7-oxo-7H-pyrido(1,2,3-de)-1,4-benzoxazine-6-carboxylic acid, hemihydrate",CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O.CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O.O,1
